# list of object assets to load in this scene
[ASSETS]
mario.txt
brick.txt
mushroom.txt
goomba.txt
brickQues.txt
background.txt
pipe.txt
coin.txt
leafs.txt
fireball.txt
plant_enemies.txt
koopa.txt
effect.txt
brickPSwitch.txt
pswitch.txt

[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, 4 = Coin, 5 = Platform, 
#6 = BACKGROUND, 7 = pipe, 8 = brickQues
# See OBJECT_TYPE constants in AssetIDs.h

#BACKGROUND
#LÙM CÂY TO 
6	50	955	60001
6	113	963	60002

6	1100	945	60003
6	1027	937	60005
6	970	945	60004


#GRASS
6	175	979	60101
6	190	979	60101
6	205	979	60101
6	797	961	60101
6	812	961	60101
6	827	961	60101
6	842	961	60101
6	857	961	60101
6	872	961	60101
6	1175	961	60101
6	1190	961	60101
6	1350	979	60101
6	1365	979	60101
6	1380	979	60101

6	1350	979	60101
6	1365	979	60101
6	1380	979	60101

6	1987	979	60101
6	2002	979	60101
6	2017	979	60101
#CLOUD
6	150	880	60201
6	350	870	60202
6	780	850	60202
6	880	890	60203
6	1355	872	60202

#khoi mau hong xanh 
#first

#WHITE
5	580	878	8	9	11	20041	20042	20043
5	580	887	8	8	11	20044	20045	20046
5	580	894	8	8	11	20044	20045	20046
5	580	902	8	8	11	20044	20045	20046
5	580	909	8	8	11	20044	20045	20046
5	580	916	8	8	11	20044	20045	20046
5	580	923	8	8	11	20044	20045	20046
5	580	930	8	8	11	20044	20045	20046
5	580	937	8	8	11	20044	20045	20046
5	580	944	8	8	11	20044	20045	20046
5	580	951	8	8	11	20044	20045	20046
5	580	958	8	8	11	20044	20045	20046
5	580	965	8	8	11	20044	20045	20046

#blue

5	290	928	9	8	6	20024	20025	20026
5	290	935	9	8	6	20024	20025	20026
5	290	941	9	8	6	20024	20025	20026
5	290	949	9	8	6	20024	20025	20026
5	290	956	9	8	6	20024	20025	20026
5	290	963	9	8	6	20024	20025	20026
5	290	970	9	8	6	20024	20025	20026
5	290	977	9	8	6	20024	20025	20026
5	290	921	9	9	6	20021	20022	20023
5	290	984	9	8	6	20027	20028	20029

5	1530	898	9	9	15	20021	20022	20023
5	1530	907	9	8	15	20024	20025	20026
5	1530	914	9	8	15	20024	20025	20026
5	1530	921	9	8	15	20024	20025	20026
5	1530	928	9	8	15	20024	20025	20026
